Unnamed: 0,Category,Response_preprocessed
10058,AgreedToMeet, thank you for your e-mail. The meeting will be with Yves Frey and its scheduled for 11. 8. 2021 at 11am CET
8775,Deactivated,Thanks for your email. Our US branch office is only a sales office. I dont think your service will be needed
9250,OutOfOffice,Thank you for getting in touch. I am away on holiday until Monday 15th August 2022. I will have no access to my emails I will respond as soon as I am able.If your query is urgent please contact our HR manager: colettejoseph@utilita.co.uk
6895,AgreedToMeet,please introduce me to himi will take it over from there. 
10276,AgreedToMeet,Pls. connect would like to understand about your services. 
7152,Deactivated, Thanks for the offer but not interested. 
964,OutOfOffice,Thank you for your mailI am on planned leave between the 6th and 8th of October. During this time I will have limited access to mails. 
6013,OutOfOffice,Thank you for your email. I will be out of office from 8 July to 25 July and will have limited access to email. If this is urgent please contact Tomoki Nishino at Nishino-T@marubeni.com. I will do my best to respond promptly to your email on my return.
4883,SupportAutoResponse,Please type your reply above this line -Emma MargaretThe more we know the more we can improve and the better that will be for all involved.So how did we go this timeHow would you rate the support you receivedYou can copy the following URL into your browser to rate:
141,SeekingMoreInfo,Please share the samples through we transfer.
9317,SeekingMoreInfo,I want to go for 3 days activity. Please share any details available. contact 8291242801
6937,ReferredSomeone,I am not in an executive position with the company for quite sometime. You may connect with Mr Iyer - GM legal who is marked on the mail. 
6543,Deactivated,thank you for the email I have viewed it and I would be taking a pay drop if I was to look at this job so its not for meKind
5244,Unsubscribed,We are no interested in this. Please remove us from your database lists
4432,ConnectLater,Many thanks for your email. Ive been on holiday and just catching up on emails.The best email for myself is jason@jlepm.co.uk for future. I am currently not looking for a new role and this wouldnt meet my expectations anyway unfortunately.I currently work as a contractor and intend on remaining like this for the future.
407,Unsubscribed,Please stop spamming me and remove me from this list before I report you. 
8213,AgreedToMeet,Let me know if youre still interested in a discussion. Im free most timesWednesday Thursday or Friday.
8635,OutOfOffice,I am currently out of the office and will return on Tuesday 62122. If you need immediate assistance please reach out to Kelly Pandosh at: kpandosh@suncoast-pt.com
8898,ConnectLater,Companies that use the flywheel model over the traditional sales funnel have a huge advantage because they arent the only ones helping their business grow  their customers are helping them grow as well. How does it work Simply put the flywheel creates relationships it doesnt just close deals like the sales funnel. By placing customers in the center of your flywheel youll create delight and a never ending cycle of customer satisfaction repeat sales and referrals working in your favor to keep that flywheel spinning. Drive business growth and customer delight with the flywheel 
8235,SupportAutoResponse,Please type your reply above this line -Thank you for contacting Headway.This is just a quick note letting you know weve received your message and will be in touch soon.Ticket: 38279--------------------------------
4400,ConnectLater,Yes  I have received your email  will come to you if get any requirementfrom my connection. 
5253,Deactivated,Thank you I saw your email but I am not currently interested
12,Deactivated,We do not have any additional requirement of advisory service. We are US based company and we have in house team along withour US counterpart managing our financial and compliance department. 
4761,MovedOut,Thank you for your email.  I am unfortunately no longer with HealthEdge but your email is important   Please reach out to Laura Tomaino should you need HRBP assistance Janice Grenda should you need general HR assistance and Katie Conti should you need assistance with recruiting. Take careJulieHealthEdge Software Inc. is the owner of the information contained in this communication. The content of this communication is considered company 
1178,ConnectLater,No one called me 
2864,Deactivated,thanks for reaching out but were not interested.
6472,ConnectLater,Will revert if require your services. 
6229,OutOfOffice, senderThank you for your message.Im out of office and will be back on July 13th 2022.I will only check my mailbox infrequently during that time.Kind
2990,OutOfOffice,Thank you for writing. I am currently out of the office and returning Tuesday July 5. Please reach out to Jilly Mehlman at jillian@bloomberg.org if you need immediate assistance.BestJanetThis e-mail message is intended only for the named recipients above. It may contain
7118,SeekingMoreInfo,send profiles
7011,ConnectLater,GBPW Episode 115-Interview with Rhiannon K How To Transition from aSmartphone to a Camera Save 50 Off on Natural Light PortraitPhotography Course
8825,ConnectLater,Sorry for the delay in my answer and thanks for reaching outI will pass on that one as Im moving to NYC at the end of the summer but lets keep in touch
1441,OutOfOffice,Thank you for your message.Our office is closed for the Eid holiday.I will try to get back to you as soon as possible after our return on 17th July. Apologies for any inconvenience caused.Eid MubarakRowan
10053,OutOfOffice,Bonjourje suis absent du bureau pour une durxc3xa9e prolongxc3xa9e. Je nai pas accxc3xa8s xc3xa0 mes courriels jusquau 24 Aout 2022MerciBien vouloir nous contacter au 418-683-2745 ou pbreton@groupeep.com-----------------------------------------------------------------Im presently unavailable without access to my mails Ill be back on august 24th Best
2876,AgreedToMeet,You can call me at any working hour on 93378877279861365524 
9384,AgreedToMeet, Shweta from BHS STAFFING SOLUTIONS PVT LTD . . Bhs Staffing Solutions Pvt. Ltd has been established in year 2014 with keeping our goals in minds and making sure that the customers are approached and catered in the best possible manner. Bhs Staffing Solutions Pvt. Ltd is one of the best service providers in the area of Recruitment . We work across pan India. Our focus is to be multi-functional and reach across all areas. Please let me know your comfortable time we can discuss in detail. 
9402,Retired,As of 2 August 2019 I have retired from Merit Network and left the Michigan Cyber Range in the capable hands of others. Your message has not been forwarded and will not be read. Please contact hextall@merit.eduLori Hextall
7233,SeekingMoreInfo,We can offer in Combined shipment CFR - Callao SEA port Peru by SEA.We confirm that the grade - chemicals are USP500 Kg : Potassium Iodide @ USD 73- per kg250 Kg : Potassium Iodate @ USD 63- per kg250 Kg : Iodine USP @ USD 104- per kgTypical COA - attached.Delivery - Prompton confirmation of shipping linePacking - 25 kgs Drum Iodine - UN packing drum.Payment - In advance by TT.Kindly confirm order. If you have any query about price or quality please talk to me on whatsaap.P.S. : Price offer Validity - 7 days only. Before placing the order Kindly reconfirm price again.
3727,AgreedToMeet,Shall we connect to discuss on this
2773,OutOfOffice,I am currently out of the office. Please open a service ticket if you need support thank you.Ron AbruzzoJMK Systems Solutions Inc.Sr. VP of Technologyron@jmkssi.com978-356-8888978-356-8889 fax20 Broadway Ave Ipswich MA 01938        cid:JMK.color.logo049913d6-d3d8-428b-8bb9-767cb3137f5b.jpgTo open a service call go to: www.jmkssi.com
455,OutOfOffice,Thank you for contacting me.I am currently out of the office I have limited access to email but will check periodically.In the meantime any urgent requests please contact Jancy.Jancy can be contacted by forwarding your email to jancy.joshi@engie.commailto:jancy.joshi@engie.com
8190,OutOfOffice,Im on vacation from June 18 to June 19 with limited access to email. 
1368,Deactivated, Thanks for reaching out.  Unfortunately Im not looking to change from my current role at this time.  All the best recruiting this role it looks like a very interesting position. 
3713,OutOfOffice,I will be out of the office on PTO beginning the afternoon of Thursday 107 through Monday 1011. My access to e-mail will be very limited during this time. If you need to reach me urgently please call my cell at 630-441-4026. Otherwise Ill respond to your message as soon as Im able
10162,SupportAutoResponse,Im sorry to have to inform you that your message could notbe delivered to one or more recipients. Its attached below.For further assistance please send mail to postmaster.If you do so please include this problem report. You candelete your own text from the attached returned message. The mail systembcollins@digiscribe.info: host 1metasource-mail-onmicrosoft-com.mail.protection.outlook.com104.47.57.110 said: 554 5.4.14 Hop count exceeded - possible mail loop ATTR34 SN1NAM02FT0045.eop-nam02.prod.protection.outlook.com in reply to end of DATA command
1389,Unsubscribed,Please take me off your mailing list. 
1001,OutOfOffice,I am on leave. Please contact my covering officer for urgent support issues and my supervising officer for escalation.
7762,OutOfOffice, thereThank you for your email. I am on leave and will not have access to email. If this is urgent please contact Apurva ParandkarManisha K. I will do my to respond promptly to your email when I return on 21Oct21 
3554,BrochureSent,Please find attached copy of my CV for your reference below is a summaryof my profile:Areas of Expertise: Operational and Strategic Procurement ContractsManagement Tendering Bidding Tender Evaluation Commercial Technical Commercial Negotiations Contract drafting SupplierPerformance Reviews Governance Vendor Management Coordination FieldInspection and Expediting Project Procurement reporting Package DeliveryManagement Logistics Coordination Project Management Project PlanningProject Coordination Project Control Reporting Cost Forecastpreparation Managingmaintaining timesheets Interface Management ClientRelationship Management Manpower Management.Nationality: BritishProcurement Experience: 12 years Operators and EPCs Capital ProjectsOperations and Maintenance incl. other categoriesProject Management Experience: 5 years Basra - Iraq and LondonList of Employers: BG Group BP Iraq ROO Cameron Process Systems WoodGroup Fluor CameronSchlumbergerSpoken Languages: English French and Arabic Fluent in all threelanguages speaking writing and readingSystems Used:
4115,Deactivated,Thank you for your emails. Currently we already have other systems in place so at the moment we are not interested in looking for another product. 
1668,MovedOut,I am no longer with Think Talent. Please direct your query to Ainsley Johnstone at ainsley. johnstone@thinktalent.com. au
3174,SeekingMoreInfo,Basically your proposal sounds good.Are you able to give me some more InformationsIs it the biopharmapark in dessauHow maby people will be working therestaffIs it the role of production managerI thank you and have a good dayAlexGesendet von Yahoo Mail auf Android Am Di. Juli 26 2022 at 10:20 schrieb mark@greenrecruitmentsolutions.7ts-e.com: yiv6001614413 body margin:0padding:0yiv6001614413 table yiv6001614413 td yiv6001614413 tr vertical-align:topborder-collapse:collapseyiv6001614413 .yiv6001614413ql-align-center text-align:center importantyiv6001614413 .yiv6001614413ql-align-right text-align:right importantyiv6001614413 .yiv6001614413ql-align-left text-align:left importantyiv6001614413 .yiv6001614413ql-align-justify text-align:justify importantmargin:0 importantyiv6001614413 .yiv6001614413ql-size-large font-size:18pxline-height:20pxmargin:0yiv6001614413 .yiv6001614413ql-size-small font-size:12pxline-height:14pxmargin:0yiv6001614413 .yiv6001614413ql-indent-1 margin-left:40px importantyiv6001614413 .yiv6001614413ql-indent-2 margin-left:80px importantyiv6001614413 .yiv6001614413ql-indent-3 margin-left:120px importantyiv6001614413 ul .yiv6001614413ql-indent-1 list-style-type:circle importantmargin-left:0 importantyiv6001614413 ul .yiv6001614413ql-indent-2 list-style-type:circle importantmargin-left:40px importantyiv6001614413 ol .yiv6001614413ql-indent-1 margin-left:0 importantyiv6001614413 ol .yiv6001614413ql-indent-2 margin-left:40px importantyiv6001614413 .yiv6001614413ql-font-seriff font-family:times new roman serif importantyiv6001614413 .yiv6001614413ql-font-fixedwidth font-family:monospace importantyiv6001614413 .yiv6001614413ql-font-narrow font-family:arial narrow sans-serif importantyiv6001614413 .yiv6001614413ql-font-arialwide font-family:arial black importantyiv6001614413 .yiv6001614413ql-font-comicsansms font-family:comic sans ms Comic Sans sans-serif importantyiv6001614413 .yiv6001614413ql-font-garamond font-family:garamond times new roman serif importantyiv6001614413 .yiv6001614413ql-font-georgia font-family:georgia serif importantyiv6001614413 .yiv6001614413ql-font-tahoma font-family:tahoma sans-serif importantyiv6001614413 .yiv6001614413ql-font-trebuchetms font-family:trebuchet ms sans-serif importantyiv6001614413 .yiv6001614413ql-font-verdana font-family:verdana sans-serif importantyiv6001614413 .yiv6001614413ql-font-sansserif font-family:Sans Serif importantyiv6001614413 .yiv6001614413ql-font-arial font-family:Arial sans-serif Helvetica importantyiv6001614413 .yiv6001614413ql-font-calibri font-family:Calibri sans-serif importantyiv6001614413 line-height:normalyiv6001614413 a .filtered99999 color:inherit importanttext-decoration:none important@media max-width:520px yiv6001614413 .yiv6001614413block-grid yiv6001614413 .yiv6001614413col min-width:320px importantmax-width:100 importantdisplay:block importantyiv6001614413 .yiv6001614413block-grid width:100 importantyiv6001614413 .yiv6001614413col width:100 important...
9690,SeekingMoreInfo,Sorry Im a bit confused. Im looking for a central office in London Imbased in Kent.Ive attached my CV for your reference.
489,MovedOut,Thank you for your email. I no longer work at MPWR Consulting. If there is any questions please contact:Anna-Karin Bernthisson - 0760002365anna-karin. bernthisson@mpwr-consulting.comorStefan Pihl - 0763288021 - Stefan. pihl@mpwr-consulting.comorJacob Nilsson - 0760020137 - jacob. nilsson@mpwr-consulting.comthink 
3231,ConnectLater,Thank you for your e-mail ClientsOur policy is to respond to you within one working day of having received your communication. Suppliers Our policy is to respond to you within two working days of having received your communication. CandidatesSpeculative SubmissionIf you are sending us your CV  Resume for inclusion on our database and not in relation to a specific vacancy then please take this email as confirmation that your CVResume has been received. Specific ApplicationThank you for your interest in the positions that 4exMilitary is currently handling.  Please take this email as confirmation that your CVResume has been received. 4exMilitary receives an overwhelming number of CVs Resumes each day and each one is reviewed personally by a Consultant. Our pre-selection process is very thorough in order to meet the specific requirements of our clients. If your details meet the criteria set by our clients then we will contact you regarding the position. If you are not contacted within four weeks of todays date then please assume that your application has not been successful on this occasion but we will keep your CVResume on file for any future vacancies that may be suitable. Should you not wish to remain on our database then please contact us on info@4exmilitary.com  putting the words Right to be Forgottenxe2x80x9d in the subject line. Data ProtectionWhether you have sent us your details speculatively or for a specific advertised vacancy you are consenting to us holding your personal details. Please be assured the information that you have provided will only be maintained to support our recruitment business. It will only be used for the purposes now and in the future of helping you to further your career. Full details of how we deal with your personal data is detailed in our Privacy Policy which can be viewed under Downloadsxe2x80x9d on our website www. 4exmilitary.comIn addition we would ask you to visit our website www. 4exmilitary.com and register on line as a Member  Candidate. Its a quick and easy process. Thank you for the interest you have shown in 4exMilitary. best 
3829,BrochureSent,Karan Can you please share the brochure for this solution Nandan C WarnekarManaging Director Phone 91 712 35870051 Mobile 91 9822800048Web
8923,SeekingMoreInfo,I am part of Sunils and currently we are looking for solution on Vendor invoice processing along with Workflow approval and RPA to automate entire process. Kindly share your capabilities and demo on productsolution around SAP P2P cycle. Further we can also share our expectations. 
5209,ConnectLater,Plus three creative ideas to help your hybrid workplace thrive from Chief People Office at HubSpot Katie Burke. AliceWhether your organisation is fully remote hybrid or back in the office its hard to argue against the fact that how we work has changed for good.In the coming year
7849,Deactivated,We dont have any requirement. Best 
5705,Unsubscribed,Im Not interested. Please stop SPAM
9945,OutOfOffice,I will be on PTO on 13th  16th November. Please call me at 201-884-0204 for any urgent requests. 
8134,OutOfOffice,I am out of the office with extremely limited email access until Monday Oct 19. If you need immediate assistance please contact Andree Sweet at andree. sweet@bannerhealth.com. Thank you. 
704,ReferredSomeone,Our recruitment is managed by our HR team so I would not be able to help.Best wishes
5106,OutOfOffice,Thank you for your email.Unfortunately I am out of the office returning MondayI will look forward to speaking to you then
9173,Deactivated, I am not responsible for recruitment. Kind 
3292,OutOfOffice,Please note I am out of the office until 18th July I will respond to emails and calls when available
8126,Deactivated, Were not looking to hire anyone in this space. If we have any relevant marketing vacancies well consider your help. Please pause your communications until then
9936,OutOfOffice,I am currently out of the office and will return on Tuesday November 17th. 
9306,SupportAutoResponse,Ticket No:6244229537 This is an automated response confirming the receipt of your query by the Netmeds Customer Service team.br br Resolving your issues and answering your questions is our top priority.A new Ticket 6244229537 has been assigned to your query. A customer service executive will be assigned to your ticket and contact you within 24 to 36 business hours
4910,SupportAutoResponse,Im sorry to have to inform you that your message could notbe delivered to one or more recipients. Its attached below.For further assistance please send mail to postmaster.If you do so please include this problem report. You candelete your own text from the attached returned message. The mail systempremjit.premjitpanigrahi@irclass.org: host irclass-org.mail.protection.outlook.com104.47.110.36 said: 554 5.4.14 Hop count exceeded - possible mail loop ATTR34 TYZAPC01FT009.eop-APC01.prod.protection.outlook.com in reply to end of DATA command
4441,OutOfOffice,Thank you for your email.The office of KYCC is closed on Friday 29 July 2022. We will come back to your message on Monday.Thank you.Kind
987,OutOfOffice,Thanks for your email. I am on leave. Please expect a delayed response on your emails. For anything urgent please reach out to Tanushree at tanushree. mithal@fecundservices.com. 
9526,ReferredSomeone,As of September 14 our company name has changed to Firstup andour email addresses have changed as well. My new email address is nowbrandon. crawford@firstup.io. Your email has been forwarded to my new email inbox but please updateyour records to reflect my updated email address. 
9347,MovedOut,"Sandeep Uthra is no longer employed with Truliant Federal Credit Union. Please direct questions to Laura Dezarn: laura. dezarn@truliantfcu.org,laura. dezarn@truliantfcu.orgThank you"
7706,SeekingMoreInfo,I didnt get any mail from you. What is it about 
6258,SeekingMoreInfo, ChandlerDo you have any pre-vetted software engineers that are US citizens withJavaSpring BootReact experience
6090,Unsubscribed, Many thanks for your email to Kay and could I ask you to remove her from your database. I am the resourcing manager here at Northumbrian Water and at present we are not looking to engage with any new agencies so I have your details now if they are needed in the future
5239,OutOfOffice,"Absence Alert
I will be out of the office on vacation from August 24 returning August 31 with little access to cell and email service. If this is urgent please call in to 519-672-7620 and ask for Bev who will in turn redirect your inquiry. "
1199,OutOfOffice,I am currently out of the office. I will return on Tuesday June 21 2022. If you need immediate assistance please call the office at 854 - 3030.
9355,SupportAutoResponse,Your ticket has been created with the ticket ID 704 and subject Kabir Shah from 7Targets: Adrian 5034890079436Someone from our customer service team will review it and respond shortly.
7520,Deactivated,Yes looks quite an attractive package.However I am no longer looking for full time employment and now working as part time consultant specifically in thermal storage.So thanks for the approach but I do not wish to apply
6813,OutOfOffice,I am currently out of the office returning on Thursday March 17th.  I will not have access to email during this period.  Due to that I will respond when I return.  Should you require immediate assistance please contact the Enterprise Technology Help Desk.
8321,OutOfOffice,To our valued repsI am on vacation this week for some precious time with the family. I will be back on Monday 0613. For help please reach out to Bobbi Wood for quotations at bobbiw@avpltgcom or ext 105.a hrefmailto:customerservice@avpltg.com targetblankcustomerservice@avpltg.coma or ext 100 NayeliWe look forward to speaking with you soon.Matthew UhreSales805-813-6470 cell844-770-2875 FACTORY
7176,AgreedToMeet, Sorry for the delay in getting back to you. I would be interested to discuss the role further. My number is 07527 260766 or better still if you can send me your email I can give you a call tomorrow 
4471,BrochureSent,Ok. Pls share your number and other details.
892,OutOfOffice,I will be traveling to Orlando this weekend and will be out of the office from Thursday 1021 through Sunday 1024 returning to the ABE 2 site on Monday 1025. If you do need to reach me it is to call my cell and leave a message or text me. I will respond back to you ASAP. 
1970,MovedOut,My last day with Bow Engineering will be June 15 2017.  If you need immediate assistance please contact Matt Fujioka at mfujioka@bowengineering.com. 
5758,AgreedToMeet,Thank you Naarayan. Mohit can you please share your mobile number Mine is 9910623813.
6528,BrochureSent,Thanks for reaching out.Request if you can share with us your company profile few success stories and also the areas of expertise in technology and non-tech as well if you do
6295,OutOfOffice,Thank you for your email. Currently I am not at my desk and have no access to emails hence expect delay in reply.
7596,OutOfOffice,Im currently out of the office. I will be returning on Monday June 22nd. If you require immediate assistance please contact Stacey Horowitz at shorowitz@sandata.com. 
3250,OutOfOffice,Thank you for your email. I am out of office for the first half of the day on 14 July. During this time I will have intermittend access to my mails. Please expect a delay in responses.Your email has not been forwarded.
6571,ReferredSomeone,This mailbox is no longer active. 
6639,Deactivated,Thanks for your mail about your product. Please note that we are alreadyusing the similar tool deployed by our Global HQ. 
7352,MovedOut,As of 2/5/2021 Thomas Dewar will no longer be working at Lutheran Social Services of NY. Please contact Sasha ll shill@lssny.org the new Executive Director of IT for all IT enquires. If you are trying to reach Thomas Dewar please let Sasha know and she will provide his new contact information.
9460,AgreedToMeet,This is my number. 9354666795
7474,AgreedToMeet,ShaliniHope you are doing well.Kindly allow us some time to figure this out. As last time when weconnected things didnt work out on the content quality front.Let us know if next week Tuesday works for you to discuss things further
9494,SeekingMoreInfo,Your software is supposed to use AI to personalize email. Youre sending me the same cold email template that everyone else sends. Please explain how 7Targets is different when Im seeing you use it on me and its not different at all
8945,OutOfOffice,Please be advised that I'm on vacation. I'll respond upon my return on Monday Aug 10th. 
1240,Deactivated,Thanks Sarah but I will pass here. 
2290,SeekingMoreInfo,Can we have a brief discussion on the recruitment support you can extend
2741,ConnectLater,At the moment we are not looking for teachers. I shall contact you if needed
8468,SeekingMoreInfo,Thank you for reaching out to me and for finding my CV of interest.The role is interesting and the market certainly has room for growth. Whilst I am always interested in new opportunities this particular one isnt for me.If you have any other roles you feel I might be appropriate for please dont hesitate to contact me to discuss further
4586,SeekingMoreInfo,Could I please ask that Intuitive discontinue emailing our Directors regarding recruitment activities and instead email me direct. We have had a number of email from both yourself and  see attached to which I have responded. I would be happy to discuss the potential of working together once you or  have agreed to our Terms attached. 
1230,Deactivated,. We are fine for recruitment at present. We have an in-house HR manager whomanages all our staffing requirements. 
6981,OutOfOffice,I am recovering from Hurricane Ida and running on battery backup with spotty internet.  If this is an urgent matter please send me a text at 504-957-2034.
5179,Unsubscribed,Please take us off mailing list  
4294,SeekingMoreInfo, Mr Salah We are one of the leading supplier of all types of Iodine salt. Kindly confirm how much quantity of Potassium Iodide you need So wewill offer price. SecondlyWe are pleased to inform you that we are exhibiting in Arab PharmaManufacturer Expo 2022 Held at Zara Expo Center Grand Hyatt AmmanJORDAN
1059,SeekingMoreInfo,TeamSince our founding we have always worked with the aim of making ourclients successful.Your success means everything to us.Hence we keep up with ways that might make sales easier for you.We have introduced some new features that will help you channelize yoursales funnel and help you increase your sales efficiency.To start with - The savior xe2x80x9cEmail CC Featurexe2x80x9d
6263,SeekingMoreInfo,What technology do you use to maintain acid numbers
282,ConnectLater,Thank you for submitting a quote on this project. We have awarded it toanother firm. We will continue to send opportunities your way.
969,Retired,Richard Ragan has retired but occasionally comes in the office to assist.xc2xa0 Make sure you copy JEFF@STEELERECTORSINC.COM on any messages to Richard.For assistance please contact
3954,MovedOut,Thank you for contacting Securra Inc. We regret to inform you that Sanjey V is no longer employed here. Please direct any future correspondence to Rahul Raman Nair at rahul. raman@securra.com. This is an automated reply. For your convenience this email has been automatically forwarded to Rahul Raman Nair. 
1940,Unsubscribed,Wed like to unsubscribe please. 
8725,ConnectLater,Thank you very much for reaching out to us and for the interest shown in Green Giraffes activities. We will read your application carefully and get back to you as soon as possible if it corresponds to our ongoing search.in case you do not receive any answer from us within 2 weeks following this email please consider your application has not been selected for an interview at this stage. Unortunately we receive many applications and cannot answer inidually to all applicants. Please note that we will keep your application in case it may be of interest for a future opportunity that opens in our team unless you do not want us to keep your personal information.in this case please send an explicit request to forgetme@green-giraffe. eu to deletemodifyupdate your personal information and application. If you are a recruiter we will not hesitate to get back to you if the applications you send forward correspond to our ongoing researches but please note we already work with recruitment agencies in several countries so are not looking to create new partnerships at this point in time
1275,OutOfOffice,Thanks for your email.  I am on PTO and will return Tuesday October 12.  Please reach out to Kim Wells if you need something urgent. 
620,MovedOut,I have left LHF NZ. Please contact Bev Peacock at bev. peacock@lhf. netThanks. 
8768,OutOfOffice,"I'm currently out of the office returning Wednesday Sept 9th. I will have very limited access to my email until my return. If you need immediate assistance please call our HQ at 1-855-901-5050 or email cliff@pmrcc.com or chrysten@pmrcc.com. 
"
1743,OutOfOffice,Thank you for your email. I will be away from office on vaction from December 25 to January 01. During this time I will have limited access to emails and hence my reply to you could be delayed. 
1391,SeekingMoreInfo,I also responded the salary is x 5 too lowSent from Yahoo Mail for iPhone
2204,Unsubscribed,I am not interested. Please remove me from your mailing list
3569,AgreedToMeet,Apologies for not having responded to your previous email the past few weeks has seen us tackle some internal events and other obligations. Would it be possible for us to connect next week Wednesday July 21  4 p. m. Wed love to take this discussion ahead. 
6117,Deactivated,Not interested.
10285,ReferredSomeone,my private email is jawista.i@centrum.czmailto:jawista.i@centrum.czMit freundlichen Grxc3xbcxc3x9fen
6053,Retired,"I would like to inform you that I am retiring from my position withAgency, effective January 1, 2021"
3179,OutOfOffice, Im on PTO until Tuesday Oct. 12 so will be delayed in responding. For important matters call or text me at 415. 624. 7291
3193,OutOfOffice,I will be out of the office with limited access to email until 5312022
6100,Unsubscribed,Unfortunately we dont work with agenciesthink. Ill keep you in mind if that ever changes but in the meantime please could you ensure all Pod Point email addresses and phone numbers including mine are removed from your database
7030,ConnectLater,Were taking a break but wont leave you out the loop. The best way to get in contact with our team next week is included in this email. Week of Rest Email Banner
576,ConnectLater,Resending our update email in case you missed it. In June 2013 Surf Airs first flight set out to change the way people live work and explore by creating an entirely new way to fly.Surf Air Logo
6657,ConnectLater, I forwarded your message to the respective team If required twillcontact you back
7116,MovedOut,"I am no longer with Earnhardt Auto centers. Please contact the IT Department at 480-449-8210 or helpdesk@earnhardt.com,helpdesk@earnhardt.com"
9080,Unsubscribed,Please stop emailing me. We are not interested in your services. 
6277,SupportAutoResponse,This message has been automatically generated in response to the creation of arequest ticket a summary of which appears below.There is no need to reply to this message right now. Your ticket has beenassigned an ID of iptp.net 883909.Please include the string iptp.net 883909 in the subject line of all futurecorrespondence about this issue. To do so you may reply to this message.
9268,MovedOut,Please be advised that Chris Allen is no longer with Steel Fabricators for your new contact person please see below:spotts@sfab.com
5898,OutOfOffice,I am out of the office without access to email until 30th August 2022.If you require urgent support please call my mobile 07557 490010For HR matters please contact Sarah Charlton.Best
5725,SeekingMoreInfo,Any update on this Please let me know. We need the profiles asap
270,AgreedToMeet,Sorry for the delayed response. Id be up for discussing. Let me know whenyoure free. Today my diary looks ok from 12-1 and 2-3pm and tomorrow11-12. Thanks.Anna
630,OutOfOffice,I am currently out of the office. I will be returning on Tuesday 14th June 2022.I will respond to your emails on my return.
3082,OutOfOffice,Thank you for your message. I am currently traveling so my response may be delayed. I will respond as soon as I am able to.
3467,OutOfOffice,"Thank you for your email. 
I am on annual leave until the 1st September 2021 If your email is urgent please contact Darius Matusiak on 07795 446801. "
6431,AgreedToMeet,Can we do the call at 3 pm today
9604,ConnectLater,Good Thanks for your emails - apologies only seen them this morning as they hit my junk folder.Appreciate the opportunity - seems very interesting however at the moment Im staying put and not considering a change.PS. I have 1 or 2 who may be interested but will have to check with them and if Ok Im happy to make introductions
7063,ConnectLater,Thank you for writing in to us and sharing a brief on your company and the value proposal. We appreciate the solutions being offered by BHS Staffing Solutions however at this point we are not engaging with external vendors for our staffing requirements. We will definitely get in touch with you at a later date to review your proposal. 
10033,OutOfOffice,Dobrxfd denDo 22.6.2022 jsem mimo kancelxe1xf8 s omezenxfdm pxf8xedstupem k emailu zastupuje je mxec Petr Provaznxedk mail: petr.provaznik@prg.aeromailto:petr.provaznik@prg.aero.S pozdravemPlease be advised that I am currently out of office with limited access to emails. If urgent please contact Petr Provaznik email: petr.provaznik@prg.aeromailto:petr.provaznik@prg.aero
5544,OutOfOffice,rI am on leave and expected to resume from tomorrow June 23 2021. I will respond to your emails as soon as possible upon my return. Thank you for your message. 
4357,SeekingMoreInfo,Thanks for your email. The attached is my CV for your reference.Could you please advise further detail information about the role including the employer Thank you
2114,ConnectLater,AttentionWe are no longer in need of drawingsbids on this projectThank you for reviewing the drawings we will continue to sendopportunities your way.
8220,OutOfOffice,Im still on holiday at the Moment returning Sunday hope to discuss when I return.
3217,ConnectLater,I am away next week but will catch up the week after.Best
3815,Retired, Please be informed that I am already retired from my job and enjoying my retired life. Therfore I am unable to help you.
8322,AgreedToMeet,Can we schedule a call for tomorrow
8859,ConnectLater,Further to other questions domain creation is already done by Sarika.Next step is to get onto onboarding.In onboarding Ayush will help in assistant creation in 7Targets. AndSarika needs to create email ids in the new domains. As we had decided 5email ids per domain.After that its message creation and XL contacts upload.First we will go slow with 50 emails per day per assistant. We will go withvalid email ids only. So that domains get set properly.Trying Unverifiable email addresses can be turned on later.We will help in every step so the system is setup carefully.
2279,SeekingMoreInfo,I am interested to know more about this opportunity. 
4600,SeekingMoreInfo,We are not HR. However we can assist your clients in immigration and relocation services in the UAE. If you will send us inquiry we can offer you 20 as referral fees.
14,SupportAutoResponse,Your ticket has been created with the ticket ID 93303 and subject About: onboarding freelancers 10871010315954Our Warehouse Team Will Contact You As Soon as possible.NOTE : If you want to connect with the customer care team : You can mail to the Customercare@rforrabbit.com For the Fast Response :
9515,OutOfOffice,I am currently away on annual leave and will have no acces to emails between 01072022 and 10072022.For anything urgent please contact Dan Parkes at dan.parkes@cobaltenergy.co.ukKind
1526,SupportAutoResponse,Please type your reply above this line -HiYour request 436854 has been received and is being reviewed by our support staff.Please note that we are open Monday till Friday from 8:30AM till 4:30 PM. Outside this opening hours we will reply the morning of the next working day. For example after 4:30 on Monday we will get back to you on Tuesday morning. However for messages in weekend we will reply on Monday morning.To add additional comments reply to this email.WY7YXO-PV6Z
2366,AgreedToMeet,Sure we can connect on Tuesday at the same time. Please share the invite
4649,AgreedToMeet,I tried calling today but you werent in the office. I want to ask somequestions before sending my CV.When is a good time to talkSamuel Morley44 7486 049426
375,OutOfOffice,Am on leave today - 3 June 2022. Please expect delay in replies.
